"gene.symbol","description","entrezgene"
"RPE65","retinoid isomerohydrolase [KO:K11158] [EC:5.3.3.22 3.1.1.64]","395700"
"RDH5","11-cis retinol dehydrogenase precursor [KO:K00061] [EC:1.1.1.315]","395452"
"ALDH1A1","retinal dehydrogenase 1 [KO:K07249] [EC:1.2.1.36]","395264"
"ALDH1A2","retinal dehydrogenase 2 [KO:K07249] [EC:1.2.1.36]","395844"
"CYP26A1","cytochrome P450 26A1 [KO:K07437]","408183"
"CYP26B1","cytochrome P450 26B1 isoform X1 [KO:K12664]","428809"
"CYP26C1","cytochrome P450 26C1 isoform X2 [KO:K12665]","423806"
"CYP2C45","cytochrome P-450 2C45 [KO:K07413] [EC:1.14.14.1]","414833"
"RP11-400G3.5","cytochrome P450 2C9-like [KO:K07413] [EC:1.14.14.1]","100858007"
"CYP3A5","cytochrome P450 family 3 subfamily A member 5 [KO:K07424] [EC:1.14.14.1]","414832"
"CYP3A4","cytochrome P450 3A80 [KO:K07424] [EC:1.14.14.1]","416477"
"RETSAT","all-trans-retinol 13,14-reductase [KO:K09516] [EC:1.3.99.23]","426549"
"RETSATL","all-trans-retinol 13,14-reductase-like [KO:K09516] [EC:1.3.99.23]","101751434"
"CYP27C1","cytochrome P450 27C1 [KO:K17951] [EC:1.14.19.53]","424227"
"GCH1","GTP cyclohydrolase 1 [KO:K01495] [EC:3.5.4.16]","396146"
"ALPI","intestinal-type alkaline phosphatase isoform X1 [KO:K01077] [EC:3.1.3.1]","424936"
"ALPL","alkaline phosphatase, tissue-nonspecific isozyme precursor [KO:K01077] [EC:3.1.3.1]","396317"
"ALPP","intestinal-type alkaline phosphatase [KO:K01077] [EC:3.1.3.1]","100859876"
"DHFR","dihydrofolate reductase [KO:K00287] [EC:1.5.1.3]","427317"
"FPGS","folylpolyglutamate synthase, mitochondrial isoform X1 [KO:K01930] [EC:6.3.2.17]","417227"
"GGH","gamma-glutamyl hydrolase [KO:K01307] [EC:3.4.19.9]","421144"
"PTS","6-pyruvoyl tetrahydrobiopterin synthase isoform X1 [KO:K01737] [EC:4.1.2.50 4.2.3.12]","374144"
"SPR","sepiapterin reductase [KO:K00072] [EC:1.1.1.153]","425255"
"AKR1B10L1","aldo-keto reductase family 1, member B10 (aldose reductase) [KO:K00011] [EC:1.1.1.21]","418169"
"AKR1E2","aldo-keto reductase family 1, member B1-like [KO:K00011] [EC:1.1.1.21]","418171"
"AKR1B1L","aldo-keto reductase family 1, member B1-like [KO:K00011] [EC:1.1.1.21]","425137"
"AKR1B10L2","aldo-keto reductase family 1 member B10 [KO:K00011] [EC:1.1.1.21]","395338"
"AKR1B10L3","aldose reductase [KO:K00011] [EC:1.1.1.21]","418170"
"QDPR","dihydropteridine reductase [KO:K00357] [EC:1.5.1.34]","426335"
"PCBD1","pterin-4-alpha-carbinolamine dehydratase [KO:K01724] [EC:4.2.1.96]","395729"
"PCBD2","pterin-4-alpha-carbinolamine dehydratase 2 [KO:K01724] [EC:4.2.1.96]","374030"
"PAH","phenylalanine-4-hydroxylase [KO:K00500] [EC:1.14.16.1]","408024"
"TH","tyrosine 3-monooxygenase [KO:K00501] [EC:1.14.16.2]","395592"
"THL","tyrosine 3-monooxygenase [KO:K00501] [EC:1.14.16.2]","771761"
"TPH1","tryptophan 5-hydroxylase 1 [KO:K00502] [EC:1.14.16.4]","395799"
"TPH2","tryptophan 5-hydroxylase 2 [KO:K00502] [EC:1.14.16.4]","408026"
"MOCS1","molybdenum cofactor biosynthesis protein 1 isoform X2 [KO:K20967] [EC:4.6.1.17 4.1.99.22]","395270"
"GPHN","gephyrin [KO:K15376] [EC:2.7.7.75 2.10.1.1]","428878"
"MOCOS","molybdenum cofactor sulfurase [KO:K15631] [EC:2.8.1.9]","420964"
"LIAS","lipoyl synthase, mitochondrial [KO:K03644] [EC:2.8.1.8]","422791"
"LIPT2","putative lipoyltransferase 2, mitochondrial [KO:K03801] [EC:2.3.1.181]","107052471"
"LIPT1","lipoyltransferase 1, mitochondrial [KO:K10105]","418697"
"OXSM","3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial [KO:K09458] [EC:2.3.1.179]","420656"
"HLCS","biotin--protein ligase isoform X4 [KO:K01942] [EC:6.3.4.15 6.3.4.11 6.3.4.10 6.3.4.9]","418516"
"BTD","biotinidase [KO:K01435] [EC:3.5.1.12]","420639"
"PANK2","pantothenate kinase 2, mitochondrial isoform X1 [KO:K09680] [EC:2.7.1.33]","422935"
"PANK3","pantothenate kinase 3 isoform X2 [KO:K09680] [EC:2.7.1.33]","416170"
"PANK1","pantothenate kinase 1 isoform X3 [KO:K09680] [EC:2.7.1.33]","423792"
"PANK4","pantothenate kinase 4 [KO:K09680] [EC:2.7.1.33]","100736561"
"PPCS","phosphopantothenate--cysteine ligase isoform X1 [KO:K01922] [EC:6.3.2.51]","100859789"
"PPCDC","phosphopantothenoylcysteine decarboxylase isoform X1 [KO:K01598] [EC:4.1.1.36]","427477"
"ENPP1","ectonucleotide pyrophosphatase/phosphodiesterase family member 1 [KO:K01513] [EC:3.6.1.9 3.1.4.1]","426929"
"ENPP3","ectonucleotide pyrophosphatase/phosphodiesterase family member 3 [KO:K01513] [EC:3.6.1.9 3.1.4.1]","426928"
"AASDHPPT","L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase [KO:K06133] [EC:2.7.8.-]","418975"
"VNN1","pantetheinase precursor [KO:K08069] [EC:3.5.1.92]","421702"
"BCAT1","branched-chain-amino-acid aminotransferase, cytosolic isoform X2 [KO:K00826] [EC:2.6.1.42]","418193"
"GADL1","acidic amino acid decarboxylase GADL1 isoform X1 [KO:K18966] [EC:4.1.1.11 4.1.1.29]","100857134"
"ASPDH","putative L-aspartate dehydrogenase [KO:K06989] [EC:1.4.1.21]","101749079"
"QPRT","nicotinate-nucleotide pyrophosphorylase [carboxylating] [KO:K00767] [EC:2.4.2.19]","107051294"
"NAPRT","nicotinate phosphoribosyltransferase [KO:K00763] [EC:6.3.4.21]","404301"
"PNP","purine nucleoside phosphorylase [KO:K03783] [EC:2.4.2.1]","769958"
"NMRK1","nicotinamide riboside kinase 1 isoform X1 [KO:K10524] [EC:2.7.1.173 2.7.1.22]","427257"
"ITGB1BP3","integrin beta 1 binding protein 3 [KO:K10524] [EC:2.7.1.173 2.7.1.22]","415448"
"NMRK2","nicotinamide riboside kinase 2 [KO:K10524] [EC:2.7.1.173 2.7.1.22]","100858798"
"NT5C1A","cytosolic 5'-nucleotidase 1A isoform X4 [KO:K01081] [EC:3.1.3.5]","419675"
"NT5C1B","cytosolic 5'-nucleotidase 1B [KO:K01081] [EC:3.1.3.5]","421954"
"NT5C3A","cytosolic 5'-nucleotidase 3A [KO:K01081] [EC:3.1.3.5]","395080"
"NT5C2","cytosolic purine 5'-nucleotidase [KO:K01081] [EC:3.1.3.5]","423871"
"NT5M","5'(3')-deoxyribonucleotidase, mitochondrial [KO:K01081] [EC:3.1.3.5]","416505"
"NT5C3B","7-methylguanosine phosphate-specific 5'-nucleotidase [KO:K01081] [EC:3.1.3.5]","420034"
"C5NT1AL","cytosolic 5'-nucleotidase 1A [KO:K01081] [EC:3.1.3.5]","770392"
"NT5DC4","cytosolic purine 5'-nucleotidase isoform X1 [KO:K01081] [EC:3.1.3.5]","100858617"
"NT5E","5'-nucleotidase [KO:K19970] [EC:3.1.3.5]","421833"
"NMNAT3","nicotinamide/nicotinic acid mononucleotide adenylyltransferase 3 isoform X1 [KO:K06210] [EC:2.7.7.18 2.7.7.1]","424820"
"NMNAT2","nicotinamide/nicotinic acid mononucleotide adenylyltransferase 2 [KO:K06210] [EC:2.7.7.18 2.7.7.1]","771393"
"NMNAT1","nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1 [KO:K06210] [EC:2.7.7.18 2.7.7.1]","101748948"
"NADSYN1","glutamine-dependent NAD(+) synthetase [KO:K01950] [EC:6.3.5.1]","422983"
"BST1","ADP-ribosyl cyclase 2 precursor [KO:K18152] [EC:2.4.99.20 3.2.2.6]","422828"
"NADK","NAD kinase [KO:K00858] [EC:2.7.1.23]","419403"
"NADK2","NAD kinase 2, mitochondrial isoform X1 [KO:K00858] [EC:2.7.1.23]","427438"
"NNT","NAD(P) transhydrogenase, mitochondrial isoform X2 [KO:K00323] [EC:7.1.1.1 1.6.1.2]","427196"
"PNPO","pyridoxine-5'-phosphate oxidase [KO:K00275] [EC:1.4.3.5]","100857383"
"PDXK","pyridoxal kinase isoform 1 [KO:K00868] [EC:2.7.1.35]","418549"
"PDXP","pyridoxal phosphate phosphatase [KO:K07758] [EC:3.1.3.74]","771207"
"PHOSPHO2","pyridoxal phosphate phosphatase PHOSPHO2 [KO:K13248] [EC:3.1.3.74]","424160"
"PSAT1","phosphoserine aminotransferase [KO:K00831] [EC:2.6.1.52]","427263"
"RFKL","riboflavin kinase [KO:K00861] [EC:2.7.1.26]","431449"
"ACP1","low molecular weight phosphotyrosine protein phosphatase [KO:K14394] [EC:3.1.3.48 3.1.3.2]","421909"
"FLAD1","FAD synthase isoform X1 [KO:K00953] [EC:2.7.7.2]","100857898"
"NTPCR","cancer-related nucleoside-triphosphatase [KO:K06928] [EC:3.6.1.15]","428588"
"TPK1","thiamin pyrophosphokinase 1 isoform X2 [KO:K00949] [EC:2.7.6.2]","420780"
"AK5","adenylate kinase isoenzyme 5 [KO:K00939] [EC:2.7.4.3]","424555"
"AK2","adenylate kinase 2, mitochondrial isoform X1 [KO:K00939] [EC:2.7.4.3]","428227"
"AK1","adenylate kinase isoenzyme 1 [KO:K00939] [EC:2.7.4.3]","396002"
"AK4","LOW QUALITY PROTEIN: adenylate kinase 4, mitochondrial [KO:K00939] [EC:2.7.4.3]","424697"
"AK7","adenylate kinase 7 [KO:K00939] [EC:2.7.4.3]","428907"
"AK8","adenylate kinase 8 isoform X2 [KO:K00939] [EC:2.7.4.3]","430522"
"MTHFD1L","monofunctional C1-tetrahydrofolate synthase, mitochondrial isoform X1 [KO:K13402] [EC:6.3.4.3]","421633"
"MTHFD1","C-1-tetrahydrofolate synthase, cytoplasmic [KO:K00288] [EC:6.3.4.3 3.5.4.9 1.5.1.5]","423508"
"MTHFD2","bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial [KO:K13403] [EC:3.5.4.9 1.5.1.15]","426126"
"MTHFD2L","probable bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase 2 isoform X1 [KO:K13403] [EC:3.5.4.9 1.5.1.15]","770327"
"SHMT1","serine hydroxymethyltransferase, cytosolic [KO:K00600] [EC:2.1.2.1]","416520"
"GART","trifunctional purine biosynthetic protein adenosine-3 [KO:K11787] [EC:6.3.3.1 2.1.2.2 6.3.4.13]","395315"
"GART-B","trifunctional purine biosynthetic protein adenosine-3 [KO:K11787] [EC:6.3.3.1 2.1.2.2 6.3.4.13]","427977"
"ATIC","bifunctional purine biosynthesis protein PURH [KO:K00602] [EC:3.5.4.10 2.1.2.3]","396091"
"FTCD","formimidoyltransferase-cyclodeaminase [KO:K13990] [EC:4.3.1.4 2.1.2.5]","395726"
"AMT","aminomethyltransferase, mitochondrial precursor [KO:K00605] [EC:2.1.2.10]","395566"
"MTR","methionine synthase [KO:K00548] [EC:2.1.1.13]","422069"
"TYMS","thymidylate synthase [KO:K00560] [EC:2.1.1.45]","421060"
"ALDH1L2","mitochondrial 10-formyltetrahydrofolate dehydrogenase isoform X1 [KO:K00289] [EC:1.5.1.6]","418078"
"MTHFR","methylenetetrahydrofolate reductase [KO:K00297] [EC:1.5.1.20]","419489"
"MTHFS","5-formyltetrahydrofolate cyclo-ligase [KO:K01934] [EC:6.3.3.2]","415484"
"HADH","hydroxyacyl-coenzyme A dehydrogenase, mitochondrial [KO:K00022] [EC:1.1.1.35]","420290"
"HADHA","trifunctional enzyme subunit alpha, mitochondrial [KO:K07515] [EC:1.1.1.211 4.2.1.17]","395929"
"ECHS1","enoyl-CoA hydratase, mitochondrial precursor [KO:K07511] [EC:4.2.1.17]","770828"
"ACADS","short-chain specific acyl-CoA dehydrogenase, mitochondrial [KO:K00248] [EC:1.3.8.1]","416969"
"ACSM3","acyl-coenzyme A synthetase ACSM3, mitochondrial isoform X2 [KO:K01896] [EC:6.2.1.2]","426999"
"ACSM4L","acyl-coenzyme A synthetase ACSM4, mitochondrial [KO:K01896] [EC:6.2.1.2]","426991"
"ACSM5","acyl-coenzyme A synthetase ACSM3, mitochondrial [KO:K01896] [EC:6.2.1.2]","426992"
"L2HGDH","L-2-hydroxyglutarate dehydrogenase, mitochondrial [KO:K00109] [EC:1.1.99.2]","423573"
"GAD1","glutamate decarboxylase 1 [KO:K01580] [EC:4.1.1.15]","395743"
"GAD2","glutamate decarboxylase 2 [KO:K01580] [EC:4.1.1.15]","395395"
"ABAT","4-aminobutyrate aminotransferase, mitochondrial [KO:K13524] [EC:2.6.1.22 2.6.1.19]","416642"
"ALDH5A1","succinate-semialdehyde dehydrogenase, mitochondrial [KO:K00139] [EC:1.2.1.24]","420818"
"OXCT1","succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial [KO:K01027] [EC:2.8.3.5]","427190"
"AACS","acetoacetyl-CoA synthetase [KO:K01907] [EC:6.2.1.16]","416811"
"BDH1A","D-beta-hydroxybutyrate dehydrogenase, mitochondrial precursor [KO:K00019] [EC:1.1.1.30]","424891"
"BDH2","3-hydroxybutyrate dehydrogenase type 2 [KO:K00019] [EC:1.1.1.30]","422715"
"BDH1B","D-beta-hydroxybutyrate dehydrogenase, mitochondrial isoform X2 [KO:K00019] [EC:1.1.1.30]","424892"
"ACSS1","acetyl-coenzyme A synthetase 2-like, mitochondrial isoform X2 [KO:K01895] [EC:6.2.1.1]","416714"
"ACSS2","acetyl-coenzyme A synthetase, cytoplasmic isoform X3 [KO:K01895] [EC:6.2.1.1]","419158"
"ACSS1L","acetyl-coenzyme A synthetase 2-like, mitochondrial isoform X1 [KO:K01895] [EC:6.2.1.1]","423347"
"ACSS3","acyl-CoA synthetase short-chain family member 3, mitochondrial isoform X2 [KO:K01908] [EC:6.2.1.17]","417875"
"BCKDHA","2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial [KO:K00166] [EC:1.2.4.4]","374210"
"BCKDHB","2-oxoisovalerate dehydrogenase subunit beta, mitochondrial precursor [KO:K00167] [EC:1.2.4.4]","395375"
"DBT","lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial precursor [KO:K09699] [EC:2.3.1.168]","395374"
"DLD","dihydrolipoyl dehydrogenase, mitochondrial [KO:K00382] [EC:1.8.1.4]","417699"
"HIBCH","3-hydroxyisobutyryl-CoA hydrolase, mitochondrial [KO:K05605] [EC:3.1.2.4]","423979"
"PCCA","propionyl-CoA carboxylase alpha chain, mitochondrial isoform X2 [KO:K01965] [EC:6.4.1.3]","418774"
"PCCB","propionyl-CoA carboxylase beta chain, mitochondrial isoform X2 [KO:K01966] [EC:2.1.3.15 6.4.1.3]","768706"
"ECHDC1","ethylmalonyl-CoA decarboxylase isoform 1 [KO:K18426] [EC:4.1.1.- 4.1.1.94]","769021"
"MCEE","methylmalonyl-CoA epimerase, mitochondrial isoform 1 [KO:K05606] [EC:5.1.99.1]","415385"
"MUT","methylmalonyl-CoA mutase, mitochondrial isoform X1 [KO:K01847] [EC:5.4.99.2]","422049"
"SUCLG1","succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial [KO:K01899] [EC:6.2.1.5 6.2.1.4]","422932"
"SUCLG2","succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial [KO:K01900] [EC:6.2.1.5 6.2.1.4]","416087"
"SUCLA2","succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial [KO:K01900] [EC:6.2.1.5 6.2.1.4]","418857"
"ALDH6A1","methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial [KO:K00140] [EC:1.2.1.27 1.2.1.18]","423345"
"LDHA","L-lactate dehydrogenase A chain [KO:K00016] [EC:1.1.1.27]","396221"
"LDHB","L-lactate dehydrogenase B chain [KO:K00016] [EC:1.1.1.27]","373997"
"MDH1","malate dehydrogenase, cytoplasmic isoform MDH1 [KO:K00025] [EC:1.1.1.37]","421281"
"MDH2","malate dehydrogenase, mitochondrial [KO:K00026] [EC:1.1.1.37]","417517"
"CS","citrate synthase, mitochondrial isoform X1 [KO:K01647] [EC:2.3.3.1]","100858903"
"ACO2","aconitate hydratase, mitochondrial [KO:K01681] [EC:4.2.1.3]","374009"
"ACO1","cytoplasmic aconitate hydratase [KO:K01681] [EC:4.2.1.3]","373916"
"GRHPR","glyoxylate reductase/hydroxypyruvate reductase [KO:K00049] [EC:1.1.1.81 1.1.1.79]","426806"
"PGP","glycerol-3-phosphate phosphatase [KO:K19269] [EC:3.1.3.48 3.1.3.18]","416559"
"GLDC","glycine dehydrogenase (decarboxylating), mitochondrial precursor [KO:K00281] [EC:1.4.4.2]","374222"
"GCSH","glycine cleavage system H protein, mitochondrial precursor [KO:K02437]","415803"
"HYI","putative hydroxypyruvate isomerase [KO:K01816] [EC:5.3.1.22]","424567"
"GLYCTK","glycerate kinase [KO:K11529] [EC:2.7.1.165]","427577"
"HOGA1","4-hydroxy-2-oxoglutarate aldolase, mitochondrial [KO:K18123] [EC:4.1.3.16]","770036"
"AFMID","kynurenine formamidase isoform X1 [KO:K01432] [EC:3.5.1.9]","769005"
"PDHA1","pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial precursor [KO:K00161] [EC:1.2.4.1]","418610"
"PDHB","pyruvate dehydrogenase E1 component subunit beta, mitochondrial [KO:K00162] [EC:1.2.4.1]","416066"
"DLAT","dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial [KO:K00627] [EC:2.3.1.12]","419796"
"PKM","pyruvate kinase PKM [KO:K00873] [EC:2.7.1.40]","396456"
"ACYP2","acylphosphatase-2 [KO:K01512] [EC:3.6.1.7]","421217"
"ACYP1","acylphosphatase-1 [KO:K01512] [EC:3.6.1.7]","423361"
"ALDH3A2","fatty aldehyde dehydrogenase [KO:K00128] [EC:1.2.1.3]","417615"
"ALDH7A1","alpha-aminoadipic semialdehyde dehydrogenase [KO:K14085] [EC:1.2.1.3 1.2.1.8 1.2.1.31]","426812"
"ALDH9A1","4-trimethylaminobutyraldehyde dehydrogenase [KO:K00149] [EC:1.2.1.3 1.2.1.47]","424405"
"ACOT12","acyl-coenzyme A thioesterase 12 isoform X2 [KO:K01067] [EC:3.1.2.1]","431627"
"LDHD","probable D-lactate dehydrogenase, mitochondrial isoform X1 [KO:K00102] [EC:1.1.2.4]","415689"
"GLO1","lactoylglutathione lyase [KO:K01759] [EC:4.4.1.5]","421428"
"HAGH","hydroxyacylglutathione hydrolase, mitochondrial precursor [KO:K01069] [EC:3.1.2.6]","416537"
"ME1","NADP-dependent malic enzyme [KO:K00029] [EC:1.1.1.40]","374189"
"ME3","NADP-dependent malic enzyme, mitochondrial isoform X1 [KO:K00029] [EC:1.1.1.40]","419019"
"PC","pyruvate carboxylase, mitochondrial [KO:K01958] [EC:6.4.1.1]","374263"
"FH","fumarate hydratase, mitochondrial [KO:K01679] [EC:4.2.1.2]","420969"
"ST3GAL2","CMP-N-acetylneuraminate-beta-galactosamide- alpha-2,3-sialyltransferase 2 [KO:K03368] [EC:2.4.99.4]","395139"
"ST3GAL1","CMP-N-acetylneuraminate-beta-galactosamide- alpha-2,3-sialyltransferase 1 [KO:K00780] [EC:2.4.99.4]","396140"
"ST8SIA5","alpha-2,8-sialyltransferase 8E [KO:K03369] [EC:2.4.99.-]","414797"
"ST3GAL5","lactosylceramide alpha-2,3-sialyltransferase [KO:K03370] [EC:2.4.99.9]","407775"
"ST8SIA1","alpha-N-acetylneuraminide alpha-2,8-sialyltransferase [KO:K03371] [EC:2.4.99.8]","395860"
"SLC33A1","acetyl-coenzyme A transporter 1 isoform X2 [KO:K03372] [EC:2.3.1.-]","425029"
"ST6GALNAC3","alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3 [KO:K03373] [EC:2.4.99.-]","404746"
"ST6GALNAC4","alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1, 3-N-acetyl-galactosaminide alpha-2,6-sialyltransferase precursor [KO:K03374] [EC:2.4.99.7]","395182"
"ST6GALNAC5","alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5 [KO:K03375] [EC:2.4.99.-]","407778"
"ST6GALNAC6","alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6 [KO:K03376] [EC:2.4.99.-]","425243"
"B3GALNT1","UDP-GalNAc:beta-1, 3-N-acetylgalactosaminyltransferase 1 isoform X1 [KO:K00719] [EC:2.4.1.79]","425011"
"GBGT1","globoside alpha-1,3-N-acetylgalactosaminyltransferase 1 [KO:K00722] [EC:2.4.1.88]","417163"
"A4GALT","lactosylceramide 4-alpha-galactosyltransferase [KO:K01988] [EC:2.4.1.228]","418223"
"B3GALT5","beta-1,3-galactosyltransferase 5 [KO:K03877] [EC:2.4.1.-]","427985"
"FUT9","alpha-(1,3)-fucosyltransferase 9 [KO:K03663] [EC:2.4.1.152]","771133"
"B3GNT5","lactosylceramide 1,3-N-acetyl-beta-D-glucosaminyltransferase [KO:K03766] [EC:2.4.1.206]","424960"
"B3GNTL","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase-like [KO:K03766] [EC:2.4.1.206]","417126"
"B3GALT1","beta-1,3-galactosyltransferase 1 [KO:K07819] [EC:2.4.1.86]","429027"
"B3GALT2","beta-1,3-galactosyltransferase 2 [KO:K07820] [EC:2.4.1.86]","769122"
"FUT6","alpha-(1,3)-fucosyltransferase 6 [KO:K00716] [EC:2.4.1.65]","428341"
"ST3GAL3","CMP-N-acetylneuraminate-beta-1,4-galactoside alpha-2,3-sialyltransferase isoform 1 [KO:K00781] [EC:2.4.99.6]","424572"
"ST3GAL4","CMP-N-acetylneuraminate-beta-galactosamide- alpha-2,3-sialyltransferase 4 isoform X1 [KO:K03494] [EC:2.4.99.4]","419718"
"B4GALT1","beta-1,4-galactosyltransferase 1 [KO:K07966] [EC:2.4.1.- 2.4.1.38 2.4.1.90 2.4.1.22]","396121"
"B4GALT2","beta-1,4-galactosyltransferase 2 [KO:K07967] [EC:2.4.1.- 2.4.1.38 2.4.1.90 2.4.1.22]","396122"
"B4GALT3","beta-1,4-galactosyltransferase 3 [KO:K07968] [EC:2.4.1.- 2.4.1.38 2.4.1.90]","418342"
"B4GALT4","beta-1,4-galactosyltransferase 4 [KO:K07969] [EC:2.4.1.- 2.4.1.275 2.4.1.90]","418341"
"FUT4","alpha-(1,3)-fucosyltransferase 4 [KO:K07632] [EC:2.4.1.-]","428092"
"FUT7","alpha-(1,3)-fucosyltransferase 7 [KO:K07635] [EC:2.4.1.-]","427782"
"ST3GAL6","type 2 lactosamine alpha-2,3-sialyltransferase [KO:K03792] [EC:2.4.99.6]","395138"
"B3GNT2","N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 2 [KO:K00741] [EC:2.4.1.149]","421286"
"B3GNT4","N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 4 [KO:K07971] [EC:2.4.1.149]","100858043"
"GCNT2","N-acetyllactosaminide beta-1,6-N-acetylglucosaminyl-transferase [KO:K00742] [EC:2.4.1.150]","428479"
"SPTLC1","serine palmitoyltransferase 1 [KO:K00654] [EC:2.3.1.50]","426145"
"SPTLC2","serine palmitoyltransferase 2 [KO:K00654] [EC:2.3.1.50]","423379"
"SPTLC3","serine palmitoyltransferase 3 [KO:K00654] [EC:2.3.1.50]","768538"
"KDSR","3-ketodihydrosphingosine reductase [KO:K04708] [EC:1.1.1.102]","420902"
"CERS6","ceramide synthase 6 isoform X1 [KO:K04710] [EC:2.3.1.24]","771503"
"CERS4","ceramide synthase 4 isoform X1 [KO:K04710] [EC:2.3.1.24]","420050"
"CERS5","ceramide synthase 5 [KO:K04710] [EC:2.3.1.24]","426879"
"CERS4L","ceramide synthase 4-like [KO:K04710] [EC:2.3.1.24]","428318"
"CERS2","ceramide synthase 2 [KO:K04710] [EC:2.3.1.24]","100859441"
"CERS1","ceramide synthase 1 [KO:K04710] [EC:2.3.1.24]","420118"
"ASAH2","neutral ceramidase [KO:K12349] [EC:3.5.1.23]","423679"
"ACER2","alkaline ceramidase 2 [KO:K01441] [EC:3.5.1.23]","427235"
"ACER1","alkaline ceramidase 1 [KO:K01441] [EC:3.5.1.23]","420088"
"ACER3","alkaline ceramidase 3 isoform X2 [KO:K04711] [EC:3.5.1.-]","419087"
"DEGS2","sphingolipid delta(4)-desaturase/C4-monooxygenase DES2 isoform X2 [KO:K04712] [EC:1.14.18.5 1.14.19.17]","423454"
"DEGS1","sphingolipid delta(4)-desaturase DES1 [KO:K04712] [EC:1.14.18.5 1.14.19.17]","421327"
"SGMS1","phosphatidylcholine:ceramide cholinephosphotransferase 1 [KO:K04714] [EC:2.7.8.27]","378907"
"SGMS2","phosphatidylcholine:ceramide cholinephosphotransferase 2 [KO:K04714] [EC:2.7.8.27]","422529"
"SMPD2","sphingomyelin phosphodiesterase 2 [KO:K12351] [EC:3.1.4.12]","770663"
"SMPD3","sphingomyelin phosphodiesterase 3 [KO:K12352] [EC:3.1.4.12]","415619"
"SMPD4","sphingomyelin phosphodiesterase 4 isoform X2 [KO:K12353] [EC:3.1.4.12]","416942"
"ENPP7","ectonucleotide pyrophosphatase/phosphodiesterase family member 7 [KO:K12354] [EC:3.1.4.12]","426249"
"CERK","ceramide kinase [KO:K04715] [EC:2.7.1.138]","425523"
"PLPP3","phospholipid phosphatase 3 [KO:K01080] [EC:3.1.3.4]","424666"
"PLPP1","phospholipid phosphatase 1 isoform X1 [KO:K01080] [EC:3.1.3.4]","427138"
"PLPP2","phospholipid phosphatase 2 [KO:K01080] [EC:3.1.3.4]","100858471"
"SGPP2","sphingosine-1-phosphate phosphatase 2 [KO:K04717] [EC:3.1.3.-]","424813"
"SGPL1","sphingosine-1-phosphate lyase 1 [KO:K01634] [EC:4.1.2.27]","423714"
"UGCG","ceramide glucosyltransferase [KO:K00720] [EC:2.4.1.80]","427335"
"GBA2","non-lysosomal glucosylceramidase [KO:K17108] [EC:3.2.1.45]","100859407"
"B4GALT6","beta-1,4-galactosyltransferase 6 [KO:K07553] [EC:2.4.1.274]","421092"
"UGT8","2-hydroxyacylsphingosine 1-beta-galactosyltransferase precursor [KO:K04628] [EC:2.4.1.47]","374033"
"UGT8L","2-hydroxyacylsphingosine 1-beta-galactosyltransferase [KO:K04628] [EC:2.4.1.47]","428949"
"GAL3ST1","galactosylceramide sulfotransferase isoform X1 [KO:K01019] [EC:2.8.2.11]","417006"
"NEU3","sialidase-3 [KO:K12357] [EC:3.2.1.18]","430542"
"NEU4","sialidase-4 isoform X3 [KO:K12357] [EC:3.2.1.18]","429131"
"NEU2","sialidase-2 isoform X1 [KO:K12357] [EC:3.2.1.18]","107049056"
"CYP2J23","cytochrome P450 2J23 [KO:K07418] [EC:1.14.14.75 1.14.14.74 1.14.14.73 1.14.14.1]","424676"
"CYP2J22","cytochrome P450, family 2, subfamily J, polypeptide 22 [KO:K07418] [EC:1.14.14.75 1.14.14.74 1.14.14.73 1.14.14.1]","424677"
"PTGS1","prostaglandin G/H synthase 1 isoform X2 [KO:K00509] [EC:1.14.99.1]","427752"
"PTGES","prostaglandin E synthase [KO:K15729] [EC:5.3.99.3]","417193"
"PTGES2","prostaglandin E synthase 2 [KO:K05309] [EC:5.3.99.3]","417214"
"PTGES3","prostaglandin E synthase 3 [KO:K15730] [EC:5.3.99.3]","100859133"
"TBXAS1","thromboxane-A synthase isoform X2 [KO:K01832] [EC:5.3.99.5]","418101"
