"gene.symbol","description","entrezgene"
"Arxes1","adipocyte-related X-chromosome expressed sequence 1 [KO:K12948] [EC:3.4.-.-]","76219"
"Arxes2","adipocyte-related X-chromosome expressed sequence 2 [KO:K12948] [EC:3.4.-.-]","76976"
"Sec11c","SEC11 homolog C, signal peptidase complex subunit [KO:K13280] [EC:3.4.21.89]","66286"
"Sec11a","SEC11 homolog A, signal peptidase complex subunit [KO:K13280] [EC:3.4.21.89]","56529"
"Immp1l","IMP1 inner mitochondrial membrane peptidase-like (S. cerevisiae) [KO:K09647] [EC:3.4.21.-]","66541"
"Immp2l","IMP2 inner mitochondrial membrane peptidase-like (S. cerevisiae) [KO:K09648] [EC:3.4.21.-]","93757"
"Psme4","proteasome (prosome, macropain) activator subunit 4 [KO:K06699]","103554"
"Psma6","proteasome (prosome, macropain) subunit, alpha type 6 [KO:K02730] [EC:3.4.25.1]","26443"
"Psma2","proteasome (prosome, macropain) subunit, alpha type 2 [KO:K02726] [EC:3.4.25.1]","19166"
"Psma4","proteasome (prosome, macropain) subunit, alpha type 4 [KO:K02728] [EC:3.4.25.1]","26441"
"Psma7","proteasome (prosome, macropain) subunit, alpha type 7 [KO:K02731] [EC:3.4.25.1]","26444"
"Psma8","proteasome (prosome, macropain) subunit, alpha type, 8 [KO:K02731] [EC:3.4.25.1]","73677"
"Psma5","proteasome (prosome, macropain) subunit, alpha type 5 [KO:K02729] [EC:3.4.25.1]","26442"
"Psma1","proteasome (prosome, macropain) subunit, alpha type 1 [KO:K02725] [EC:3.4.25.1]","26440"
"Psma3","proteasome (prosome, macropain) subunit, alpha type 3 [KO:K02727] [EC:3.4.25.1]","19167"
"Psmb6","proteasome (prosome, macropain) subunit, beta type 6 [KO:K02738] [EC:3.4.25.1]","19175"
"Psmb7","proteasome (prosome, macropain) subunit, beta type 7 [KO:K02739] [EC:3.4.25.1]","19177"
"Psmb3","proteasome (prosome, macropain) subunit, beta type 3 [KO:K02735] [EC:3.4.25.1]","26446"
"Psmb2","proteasome (prosome, macropain) subunit, beta type 2 [KO:K02734] [EC:3.4.25.1]","26445"
"Psmb5","proteasome (prosome, macropain) subunit, beta type 5 [KO:K02737] [EC:3.4.25.1]","19173"
"Psmb1","proteasome (prosome, macropain) subunit, beta type 1 [KO:K02732] [EC:3.4.25.1]","19170"
"Psmb4","proteasome (prosome, macropain) subunit, beta type 4 [KO:K02736] [EC:3.4.25.1]","19172"
"Psmb9","proteasome (prosome, macropain) subunit, beta type 9 (large multifunctional peptidase 2) [KO:K02741] [EC:3.4.25.1]","16912"
"Psmb10","proteasome (prosome, macropain) subunit, beta type 10 [KO:K02733] [EC:3.4.25.1]","19171"
"Psmb8","proteasome (prosome, macropain) subunit, beta type 8 (large multifunctional peptidase 7) [KO:K02740] [EC:3.4.25.1]","16913"
"Psmb11","proteasome (prosome, macropain) subunit, beta type, 11 [KO:K11598] [EC:3.4.25.1]","73902"
"Psmf1","proteasome (prosome, macropain) inhibitor subunit 1 [KO:K06700]","228769"
"Pomp","proteasome maturation protein [KO:K11599]","66537"
"Ddx46","DEAD (Asp-Glu-Ala-Asp) box polypeptide 46 [KO:K12811] [EC:3.6.4.13]","212880"
"Dhx16","DEAH (Asp-Glu-Ala-His) box polypeptide 16 [KO:K12813] [EC:3.6.4.13]","69192"
"Dhx38","DEAH (Asp-Glu-Ala-His) box polypeptide 38 [KO:K12815] [EC:3.6.4.13]","64340"
"Cdc40","cell division cycle 40 [KO:K12816]","71713"
"Prpf18","pre-mRNA processing factor 18 [KO:K12817]","67229"
"Dhx8","DEAH (Asp-Glu-Ala-His) box polypeptide 8 [KO:K12818] [EC:3.6.4.13]","217207"
"Slu7","SLU7 splicing factor homolog (S. cerevisiae) [KO:K12819]","193116"
"Dhx15","DEAH (Asp-Glu-Ala-His) box polypeptide 15 [KO:K12820] [EC:3.6.4.13]","13204"
"Snrpd2","small nuclear ribonucleoprotein D2 [KO:K11096]","107686"
"Snrpe","small nuclear ribonucleoprotein E [KO:K11097]","20643"
"Snrpf","small nuclear ribonucleoprotein polypeptide F [KO:K11098]","69878"
"Gm13092","predicted gene 13092 [KO:K11098]","102638183"
"Snrpg","small nuclear ribonucleoprotein polypeptide G [KO:K11099]","68011"
"Snrnp70","small nuclear ribonucleoprotein 70 (U1) [KO:K11093]","20637"
"Snrpa","small nuclear ribonucleoprotein polypeptide A [KO:K11091]","53607"
"Snrpc","U1 small nuclear ribonucleoprotein C [KO:K11095]","20630"
"Prpf40b","pre-mRNA processing factor 40B [KO:K12821]","54614"
"Prpf40a","pre-mRNA processing factor 40A [KO:K12821]","56194"
"Rbm25","RNA binding motif protein 25 [KO:K12822]","67039"
"Tcerg1","transcription elongation regulator 1 (CA150) [KO:K12824]","56070"
"Snrpa1","small nuclear ribonucleoprotein polypeptide A' [KO:K11092]","68981"
"Snrpb2","U2 small nuclear ribonucleoprotein B [KO:K11094]","20639"
"Sf3a1","splicing factor 3a, subunit 1 [KO:K12825]","67465"
"Sf3a2","splicing factor 3a, subunit 2 [KO:K12826]","20222"
"Sf3a3","splicing factor 3a, subunit 3 [KO:K12827]","75062"
"Sf3b1","splicing factor 3b, subunit 1 [KO:K12828]","81898"
"Sf3b2","splicing factor 3b, subunit 2 [KO:K12829]","319322"
"Sf3b3","splicing factor 3b, subunit 3 [KO:K12830]","101943"
"Sf3b4","splicing factor 3b, subunit 4 [KO:K12831]","107701"
"Sf3b5","splicing factor 3b, subunit 5 [KO:K12832]","66125"
"Sf3b6","splicing factor 3B, subunit 6 [KO:K12833]","66055"
"Phf5a","PHD finger protein 5A [KO:K12834]","68479"
"Ddx42","DEAD (Asp-Glu-Ala-Asp) box polypeptide 42 [KO:K12835] [EC:3.6.4.13]","72047"
"U2af1","U2 small nuclear ribonucleoprotein auxiliary factor (U2AF) 1 [KO:K12836]","108121"
"U2af1l4","U2 small nuclear RNA auxiliary factor 1-like 4 [KO:K12836]","233073"
"U2af2","U2 small nuclear ribonucleoprotein auxiliary factor (U2AF) 2 [KO:K12837]","22185"
"Puf60","poly-U binding splicing factor 60 [KO:K12838]","67959"
"Smndc1","survival motor neuron domain containing 1 [KO:K12839]","76479"
"Rbm17","RNA binding motif protein 17 [KO:K12840]","76938"
"Cherp","calcium homeostasis endoplasmic reticulum protein [KO:K12841]","27967"
"U2surp","U2 snRNP-associated SURP domain containing [KO:K12842]","67958"
"Rp9","retinitis pigmentosa 9 (human) [KO:K19604]","55934"
"Lsm2","LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated [KO:K12621]","27756"
"Lsm3","LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated [KO:K12622]","67678"
"Lsm4","LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated [KO:K12623]","50783"
"Lsm5","LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated [KO:K12624]","66373"
"Lsm6","LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated [KO:K12625]","78651"
"Lsm7","LSM7 homolog, U6 small nuclear RNA and mRNA degradation associated [KO:K12626]","66094"
"Lsm8","LSM8 homolog, U6 small nuclear RNA associated [KO:K12627]","76522"
"Prpf3","pre-mRNA processing factor 3 [KO:K12843]","70767"
"Prpf4","pre-mRNA processing factor 4 [KO:K12662]","70052"
"Ppih","peptidyl prolyl isomerase H [KO:K09567] [EC:5.2.1.8]","66101"
"Prpf31","pre-mRNA processing factor 31 [KO:K12844]","68988"
"Snu13","SNU13 homolog, small nuclear ribonucleoprotein (U4/U6.U5) [KO:K12845]","20826"
NA,"NHP2-like protein 1 [KO:K12845]","100862468"
"Snrnp27","small nuclear ribonucleoprotein 27 (U4/U6.U5) [KO:K12846]","66618"
"Usp39","ubiquitin specific peptidase 39 [KO:K12847]","28035"
"Sart1","squamous cell carcinoma antigen recognized by T cells 1 [KO:K11984]","20227"
"Zmat2","zinc finger, matrin type 2 [KO:K12848]","66492"
"Prpf38a","PRP38 pre-mRNA processing factor 38 (yeast) domain containing A [KO:K12849]","230596"
"Prpf38b","PRP38 pre-mRNA processing factor 38 (yeast) domain containing B [KO:K12850]","66921"
"Eftud2","elongation factor Tu GTP binding domain containing 2 [KO:K12852]","20624"
"Snrnp200","small nuclear ribonucleoprotein 200 (U5) [KO:K12854] [EC:3.6.4.13]","320632"
"Prpf6","pre-mRNA splicing factor 6 [KO:K12855]","68879"
"Prpf8","pre-mRNA processing factor 8 [KO:K12856]","192159"
"Snrnp40","small nuclear ribonucleoprotein 40 (U5) [KO:K12857]","66585"
"Ddx23","DEAD (Asp-Glu-Ala-Asp) box polypeptide 23 [KO:K12858] [EC:3.6.4.13]","74351"
"Txnl4a","thioredoxin-like 4A [KO:K12859]","27366"
"Cdc5l","cell division cycle 5-like (S. pombe) [KO:K12860]","71702"
"Bcas2","breast carcinoma amplified sequence 2 [KO:K12861]","68183"
"Plrg1","pleiotropic regulator 1 [KO:K12862]","53317"
"Cwc15","CWC15 spliceosome-associated protein [KO:K12863]","66070"
"Ctnnbl1","catenin, beta like 1 [KO:K12864]","66642"
"Pqbp1","polyglutamine binding protein 1 [KO:K12865]","54633"
"Wbp11","WW domain binding protein 11 [KO:K12866]","60321"
"Xab2","XPA binding protein 2 [KO:K12867]","67439"
"Syf2","SYF2 homolog, RNA splicing factor (S. cerevisiae) [KO:K12868]","68592"
"Crnkl1","crooked neck pre-mRNA splicing factor 1 [KO:K12869]","66877"
"Isy1","ISY1 splicing factor homolog [KO:K12870]","57905"
"Ppil1","peptidylprolyl isomerase (cyclophilin)-like 1 [KO:K12733] [EC:5.2.1.8]","68816"
"Ppie","peptidylprolyl isomerase E (cyclophilin E) [KO:K09564] [EC:5.2.1.8]","56031"
"Ccdc12","coiled-coil domain containing 12 [KO:K12871]","72654"
"Rbm22","RNA binding motif protein 22 [KO:K12872]","66810"
"Bud31","BUD31 homolog [KO:K12873]","231889"
"Aqr","aquarius [KO:K12874]","11834"
"Acin1","apoptotic chromatin condensation inducer 1 [KO:K12875]","56215"
"Gm8994","predicted gene 8994 [KO:K13025] [EC:3.6.4.13]","668137"
"Eif4a3","eukaryotic translation initiation factor 4A3 [KO:K13025] [EC:3.6.4.13]","192170"
"Rbm8a","RNA binding motif protein 8a [KO:K12876]","60365"
"Magoh","mago homolog, exon junction complex core component [KO:K12877]","17149"
"Magohb","mago homolog B, exon junction complex core component [KO:K12877]","66441"
"Thoc1","THO complex 1 [KO:K12878]","225160"
"Thoc2","THO complex 2 [KO:K12879]","331401"
"Thoc3","THO complex 3 [KO:K12880]","73666"
"Ncbp1","nuclear cap binding protein subunit 1 [KO:K12882]","433702"
"Ncbp2","nuclear cap binding protein subunit 2 [KO:K12883]","68092"
"Hnrnpa1","heterogeneous nuclear ribonucleoprotein A1 [KO:K12741]","15382"
"Hnrnpa3","heterogeneous nuclear ribonucleoprotein A3 [KO:K12741]","229279"
"Hnrnpa1l2-ps2","heterogeneous nuclear ribonucleoprotein A1-like 2, pseudogene 2 [KO:K12741]","545091"
"Hnrnpc","heterogeneous nuclear ribonucleoprotein C [KO:K12884]","15381"
"Rbmx","RNA binding motif protein, X chromosome [KO:K12885]","19655"
"Rbmxl1","RNA binding motif protein, X-linked like-1 [KO:K12885]","19656"
"Rbmxl2","RNA binding motif protein, X-linked-like 2 [KO:K12885]","76572"
"Hnrnpm","heterogeneous nuclear ribonucleoprotein M [KO:K12887]","76936"
"Hnrnpu","heterogeneous nuclear ribonucleoprotein U [KO:K12888]","51810"
"Tra2a","transformer 2 alpha [KO:K12897]","101214"
"Tra2b","transformer 2 beta [KO:K12897]","20462"
"Srsf10","serine/arginine-rich splicing factor 10 [KO:K12900]","14105"
"Rnaseh1","ribonuclease H1 [KO:K03469] [EC:3.1.26.4]","19819"
"Dna2","DNA replication helicase/nuclease 2 [KO:K10742] [EC:3.6.4.12]","327762"
"Pola1","polymerase (DNA directed), alpha 1 [KO:K02320] [EC:2.7.7.7]","18968"
"Pola2","polymerase (DNA directed), alpha 2 [KO:K02321]","18969"
"Prim1","DNA primase, p49 subunit [KO:K02684] [EC:2.7.7.102]","19075"
"Prim2","DNA primase, p58 subunit [KO:K02685]","19076"
"Rnaseh2a","ribonuclease H2, large subunit [KO:K10743] [EC:3.1.26.4]","69724"
"Rnaseh2b","ribonuclease H2, subunit B [KO:K10744]","67153"
"Rnaseh2c","ribonuclease H2, subunit C [KO:K10745]","68209"
"Taf1","TATA-box binding protein associated factor 1 [KO:K03125]","270627"
"Taf2","TATA-box binding protein associated factor 2 [KO:K03128]","319944"
"Taf7l","TATA-box binding protein associated factor 7 like [KO:K03132]","74469"
"Taf7","TATA-box binding protein associated factor 7 [KO:K03132]","24074"
"4933416C03Rik","RIKEN cDNA 4933416C03 gene [KO:K03132]","619332"
"Taf8","TATA-box binding protein associated factor 8 [KO:K14649]","63856"
"Taf3","TATA-box binding protein associated factor 3 [KO:K14650]","209361"
"Taf10","TATA-box binding protein associated factor 10 [KO:K03134]","24075"
"Taf5l","TATA-box binding protein associated factor 5 like [KO:K03130]","102162"
"Taf5","TATA-box binding protein associated factor 5 [KO:K03130]","226182"
"Taf12","TATA-box binding protein associated factor 12 [KO:K03126]","66464"
"Taf6","TATA-box binding protein associated factor 6 [KO:K03131]","21343"
"Taf6l","TATA-box binding protein associated factor 6 like [KO:K03131]","225895"
"Taf9","TATA-box binding protein associated factor 9 [KO:K14535]","108143"
"Taf9b","TATA-box binding protein associated factor 9B [KO:K03133]","407786"
"Taf11","TATA-box binding protein associated factor 11 [KO:K03135]","68776"
"Taf13","TATA-box binding protein associated factor 13 [KO:K03127]","99730"
"Gtf2f1","general transcription factor IIF, polypeptide 1 [KO:K03138]","98053"
"Gtf2f2","general transcription factor IIF, polypeptide 2 [KO:K03139] [EC:3.6.4.12]","68705"
"Polr1b","polymerase (RNA) I polypeptide B [KO:K03002] [EC:2.7.7.6]","20017"
"Polr1a","polymerase (RNA) I polypeptide A [KO:K02999] [EC:2.7.7.6]","20019"
"Znrd1","zinc ribbon domain containing, 1 [KO:K03000]","66136"
"Polr1e","polymerase (RNA) I polypeptide E [KO:K03005]","64424"
"Twistnb","twist basic helix-loop-helix transcription factor 1 neighbor [KO:K03004]","28071"
"Dcps","decapping enzyme, scavenger [KO:K12584] [EC:3.6.1.59]","69305"
"Exosc1","exosome component 1 [KO:K07573]","66583"
"Exosc2","exosome component 2 [KO:K03679]","227715"
"Exosc3","exosome component 3 [KO:K03681]","66362"
"Exosc8","exosome component 8 [KO:K12586]","69639"
"Exosc6","exosome component 6 [KO:K12587]","72544"
"Exosc7","exosome component 7 [KO:K12589]","66446"
"Exosc4","exosome component 4 [KO:K11600]","109075"
"Exosc5","exosome component 5 [KO:K12590]","27998"
"Exosc9","exosome component 9 [KO:K03678]","50911"
"Dis3","DIS3 homolog, exosome endoribonuclease and 3'-5' exoribonuclease [KO:K12585] [EC:3.1.13.-]","72662"
"Exosc10","exosome component 10 [KO:K12591] [EC:3.1.13.-]","50912"
"C1d","C1D nuclear receptor co-repressor [KO:K12592]","57316"
"Mphosph6","M phase phosphoprotein 6 [KO:K12593]","68533"
"Dis3l","DIS3 like exosome 3'-5' exoribonuclease [KO:K18681] [EC:3.1.13.-]","213550"
"Tent4a","terminal nucleotidyltransferase 4A [KO:K03514] [EC:2.7.7.19]","210106"
"Tent4b","terminal nucleotidyltransferase 4B [KO:K03514] [EC:2.7.7.19]","214627"
"Zcchc7","zinc finger, CCHC domain containing 7 [KO:K12597]","319885"
"Mtrex","Mtr4 exosome RNA helicase [KO:K12598] [EC:3.6.4.13]","72198"
"Skiv2l","superkiller viralicidic activity 2-like (S. cerevisiae) [KO:K12599] [EC:3.6.4.-]","108077"
"Ttc37","tetratricopeptide repeat domain 37 [KO:K12600]","218343"
"Wdr61","WD repeat domain 61 [KO:K12602]","66317"
"Cnot6","CCR4-NOT transcription complex, subunit 6 [KO:K12603] [EC:3.1.13.4]","104625"
"Cnot6l","CCR4-NOT transcription complex, subunit 6-like [KO:K12603] [EC:3.1.13.4]","231464"
"Cnot1","CCR4-NOT transcription complex, subunit 1 [KO:K12604]","234594"
"Cnot2","CCR4-NOT transcription complex, subunit 2 [KO:K12605]","72068"
"Cnot3","CCR4-NOT transcription complex, subunit 3 [KO:K12580]","232791"
"Cnot4","CCR4-NOT transcription complex, subunit 4 [KO:K10643] [EC:2.3.2.27]","53621"
"Cnot7","CCR4-NOT transcription complex, subunit 7 [KO:K12581]","18983"
"Cnot8","CCR4-NOT transcription complex, subunit 8 [KO:K12581]","69125"
"Cnot9","CCR4-NOT transcription complex, subunit 9 [KO:K12606]","58184"
"Cnot10","CCR4-NOT transcription complex, subunit 10 [KO:K12607]","78893"
"Dhx36","DEAH (Asp-Glu-Ala-His) box polypeptide 36 [KO:K14442] [EC:3.6.4.13]","72162"
"Parn","poly(A)-specific ribonuclease (deadenylation nuclease) [KO:K01148] [EC:3.1.13.4]","74108"
"Pnldc1","poly(A)-specific ribonuclease (PARN)-like domain containing 1 [KO:K01148] [EC:3.1.13.4]","240023"
"Btg1","B cell translocation gene 1, anti-proliferative [KO:K14443]","12226"
"Btg2","B cell translocation gene 2, anti-proliferative [KO:K14443]","12227"
"Btg3","B cell translocation gene 3 [KO:K14443]","12228"
"Btg1-ps2","B cell translocation gene 1, anti-proliferative, pseudogene 2 [KO:K14443]","194735"
"Tob1","transducer of ErbB-2.1 [KO:K14443]","22057"
"Btg1-ps1","B cell translocation gene 1, anti-proliferative, pseudogene 1 [KO:K14443]","436199"
"Btg4","B cell translocation gene 4 [KO:K14443]","56057"
"Tob2","transducer of ERBB2, 2 [KO:K14443]","57259"
"Pabpc1","poly(A) binding protein, cytoplasmic 1 [KO:K13126]","18458"
"Pabpc5","poly(A) binding protein, cytoplasmic 5 [KO:K13126]","93728"
"Pabpc4","poly(A) binding protein, cytoplasmic 4 [KO:K13126]","230721"
"Pabpc1l","poly(A) binding protein, cytoplasmic 1-like [KO:K13126]","381404"
"Pabpc1l2b-ps","poly(A) binding protein, cytoplasmic 1-like 2B, pseudogene [KO:K13126]","668382"
"Pabpc6","poly(A) binding protein, cytoplasmic 6 [KO:K13126]","67543"
"Pabpc4l","poly(A) binding protein, cytoplasmic 4-like [KO:K13126]","241989"
"Pabpc2","poly(A) binding protein, cytoplasmic 2 [KO:K13126]","18459"
"Pan2","PAN2 poly(A) specific ribonuclease subunit [KO:K12571] [EC:3.1.13.4]","103135"
"Pan3","PAN3 poly(A) specific ribonuclease subunit [KO:K12572]","72587"
"Dcp1a","decapping mRNA 1A [KO:K12610] [EC:3.-.-.-]","75901"
"Dcp1b","decapping mRNA 1B [KO:K12611] [EC:3.-.-.-]","319618"
"Dcp2","decapping mRNA 2 [KO:K12613] [EC:3.6.1.62]","70640"
"Ddx6","DEAD (Asp-Glu-Ala-Asp) box polypeptide 6 [KO:K12614] [EC:3.6.4.13]","13209"
"Edc3","enhancer of mRNA decapping 3 [KO:K12615]","353190"
"Edc4","enhancer of mRNA decapping 4 [KO:K12616]","234699"
"Patl1","protein associated with topoisomerase II homolog 1 (yeast) [KO:K12617]","225929"
"Xrn1","5'-3' exoribonuclease 1 [KO:K12618] [EC:3.1.13.-]","24127"
"Xrn2","5'-3' exoribonuclease 2 [KO:K12619] [EC:3.1.13.-]","24128"
"Nudt16","nudix (nucleoside diphosphate linked moiety X)-type motif 16 [KO:K16855] [EC:3.6.1.64 3.6.1.62]","75686"
"1700080E11Rik","RIKEN cDNA 1700080E11 gene [KO:K16855] [EC:3.6.1.64 3.6.1.62]","73532"
"Lsm1","LSM1 homolog, mRNA degradation associated [KO:K12620]","67207"
"Pnpt1","polyribonucleotide nucleotidyltransferase 1 [KO:K00962] [EC:2.7.7.8]","71701"
"Upf3b","UPF3 regulator of nonsense transcripts homolog B (yeast) [KO:K14328]","68134"
"Upf3a","UPF3 regulator of nonsense transcripts homolog A (yeast) [KO:K14328]","67031"
"Casc3","cancer susceptibility candidate 3 [KO:K14323]","192160"
"Sap18","Sin3-associated polypeptide 18 [KO:K14324]","20220"
"Sap18b","Sin3-associated polypeptide 18B [KO:K14324]","100041953"
"Pnn","pinin [KO:K13114]","18949"
"Rnps1","ribonucleic acid binding protein S1 [KO:K14325]","19826"
"Pym1","PYM homolog 1, exon junction complex associated factor [KO:K14294]","78428"
"Srrm1","serine/arginine repetitive matrix 1 [KO:K13171]","51796"
"Rngtt","RNA guanylyltransferase and 5'-phosphatase [KO:K13917] [EC:3.6.1.- 2.7.7.50]","24018"
"Rnmt","RNA (guanine-7-) methyltransferase [KO:K00565] [EC:2.1.1.56]","67897"
"Nudt21","nudix (nucleoside diphosphate linked moiety X)-type motif 21 [KO:K14397]","68219"
"Cpsf6","cleavage and polyadenylation specific factor 6 [KO:K14398]","432508"
"Cpsf7","cleavage and polyadenylation specific factor 7 [KO:K14398]","269061"
"Papolg","poly(A) polymerase gamma [KO:K14376] [EC:2.7.7.19]","216578"
"Papola","poly (A) polymerase alpha [KO:K14376] [EC:2.7.7.19]","18789"
"Papolb","poly (A) polymerase beta (testis specific) [KO:K14376] [EC:2.7.7.19]","56522"
"Clp1","CLP1, cleavage and polyadenylation factor I subunit [KO:K14399] [EC:2.7.1.78]","98985"
"Pcf11","PCF11 cleavage and polyadenylation factor subunit [KO:K14400]","74737"
"Cpsf1","cleavage and polyadenylation specific factor 1 [KO:K14401]","94230"
"Cpsf2","cleavage and polyadenylation specific factor 2 [KO:K14402]","51786"
"Cpsf3","cleavage and polyadenylation specificity factor 3 [KO:K14403] [EC:3.1.27.-]","54451"
"Fip1l1","FIP1 like 1 (S. cerevisiae) [KO:K14405]","66899"
"Wdr33","WD repeat domain 33 [KO:K15542]","74320"
"Wdr82","WD repeat domain containing 82 [KO:K14962]","77305"
"Ssu72","Ssu72 RNA polymerase II CTD phosphatase homolog (yeast) [KO:K15544] [EC:3.1.3.16]","68991"
"Cstf1","cleavage stimulation factor, 3' pre-RNA, subunit 1 [KO:K14406]","67337"
"Cstf2","cleavage stimulation factor, 3' pre-RNA subunit 2 [KO:K14407]","108062"
"Cstf2t","cleavage stimulation factor, 3' pre-RNA subunit 2, tau [KO:K14407]","83410"
"Cstf3","cleavage stimulation factor, 3' pre-RNA, subunit 3 [KO:K14408]","228410"
"Msi2","musashi RNA-binding protein 2 [KO:K14411]","76626"
"Msi1","musashi RNA-binding protein 1 [KO:K14411]","17690"
"Dazap1","DAZ associated protein 1 [KO:K14411]","70248"
"Etf1","eukaryotic translation termination factor 1 [KO:K03265]","225363"
"Gspt2","G1 to S phase transition 2 [KO:K03267]","14853"
"Gspt1","G1 to S phase transition 1 [KO:K03267]","14852"
"Upf1","UPF1 regulator of nonsense transcripts homolog (yeast) [KO:K14326] [EC:3.6.4.-]","19704"
"Upf2","UPF2 regulator of nonsense transcripts homolog (yeast) [KO:K14327]","326622"
"Smg1","SMG1 homolog, phosphatidylinositol 3-kinase-related kinase (C. elegans) [KO:K08873] [EC:2.7.11.1]","233789"
"Smg7","Smg-7 homolog, nonsense mediated mRNA decay factor (C. elegans) [KO:K14409]","226517"
"Smg5","Smg-5 homolog, nonsense mediated mRNA decay factor (C. elegans) [KO:K11125]","229512"
"Smg6","Smg-6 homolog, nonsense mediated mRNA decay factor (C. elegans) [KO:K11124] [EC:3.1.-.-]","103677"
"Pelo","pelota mRNA surveillance and ribosome rescue factor [KO:K06965]","105083"
"Pop1","processing of precursor 1, ribonuclease P/MRP family, (S. cerevisiae) [KO:K01164] [EC:3.1.26.5]","67724"
"Rpp38","ribonuclease P/MRP 38 subunit [KO:K14523] [EC:3.1.26.5]","227522"
"Pop4","processing of precursor 4, ribonuclease P/MRP family, (S. cerevisiae) [KO:K03538] [EC:3.1.26.5]","66161"
"Pop5","processing of precursor 5, ribonuclease P/MRP family (S. cerevisiae) [KO:K03537] [EC:3.1.26.5]","117109"
"Rpp25","ribonuclease P/MRP 25 subunit [KO:K14525] [EC:3.1.26.5]","102614"
"Rpp25l","ribonuclease P/MRP 25 subunit-like [KO:K14525] [EC:3.1.26.5]","69961"
"Pop7","processing of precursor 7, ribonuclease P family, (S. cerevisiae) [KO:K14527] [EC:3.1.26.5]","74097"
"Rpp14","ribonuclease P 14 subunit [KO:K14529] [EC:3.1.26.5]","67053"
"Rpp30","ribonuclease P/MRP 30 subunit [KO:K03539] [EC:3.1.26.5]","54364"
"Rpp21","ribonuclease P 21 subunit [KO:K03540] [EC:3.1.26.5]","67676"
"Rpp40","ribonuclease P 40 subunit [KO:K14530] [EC:3.1.26.5]","208366"
"Elac2","elaC ribonuclease Z 2 [KO:K00784] [EC:3.1.26.11]","68626"
"Elac1","elaC ribonuclease Z 1 [KO:K00784] [EC:3.1.26.11]","114615"
"Trnt1","tRNA nucleotidyl transferase, CCA-adding, 1 [KO:K00974] [EC:3.1.4.- 3.1.3.- 2.7.7.72]","70047"
"Xpot","exportin, tRNA (nuclear export receptor for tRNAs) [KO:K14288]","73192"
"Xpo5","exportin 5 [KO:K14289]","72322"
"Phax","phosphorylated adaptor for RNA export [KO:K14291]","56698"
"Clns1a","chloride channel, nucleotide-sensitive, 1A [KO:K05019]","12729"
"Prmt5","protein arginine N-methyltransferase 5 [KO:K02516] [EC:2.1.1.320]","27374"
"Tgs1","trimethylguanosine synthase 1 [KO:K14292] [EC:2.1.1.-]","116940"
"Kpnb1","karyopherin (importin) beta 1 [KO:K14293]","16211"
"Snupn","snurportin 1 [KO:K13151]","66069"
"Nmd3","NMD3 ribosome export adaptor [KO:K07562]","97112"
"Nup50","nucleoporin 50 [KO:K14295]","18141"
"Nup153","nucleoporin 153 [KO:K14296]","218210"
"Nup133","nucleoporin 133 [KO:K14300]","234865"
"Nup107","nucleoporin 107 [KO:K14301]","103468"
"Nup37","nucleoporin 37 [KO:K14302]","69736"
"Nup160","nucleoporin 160 [KO:K14303]","59015"
"Nup85","nucleoporin 85 [KO:K14304]","445007"
"Nup43","nucleoporin 43 [KO:K14305]","69912"
"Nup62","nucleoporin 62 [KO:K14306]","18226"
"Nupl1","nucleoporin like 1 [KO:K14307]","71844"
"Nup54","nucleoporin 54 [KO:K14308]","269113"
"Nup93","nucleoporin 93 [KO:K14309]","71805"
"Nup205","nucleoporin 205 [KO:K14310]","70699"
"Nup188","nucleoporin 188 [KO:K14311]","227699"
"Nup155","nucleoporin 155 [KO:K14312]","170762"
"Nup35","nucleoporin 35 [KO:K14313]","69482"
"Nup210","nucleoporin 210 [KO:K14314]","54563"
"Nup210l","nucleoporin 210-like [KO:K14314]","77595"
"Ndc1","NDC1 transmembrane nucleoporin [KO:K14315]","72787"
"Pom121","nuclear pore membrane protein 121 [KO:K14316]","107939"
"Pom121l2","POM121 membrane glycoprotein-like 2 (rat) [KO:K14316]","195236"
"Nup214","nucleoporin 214 [KO:K14317]","227720"
"Nup88","nucleoporin 88 [KO:K14318]","19069"
"Ranbp2","RAN binding protein 2 [KO:K12172] [EC:2.3.2.-]","19386"
"Rangap1","RAN GTPase activating protein 1 [KO:K14319]","19387"
"Aaas","achalasia, adrenocortical insufficiency, alacrimia [KO:K14320]","223921"
"Nupl2","nucleoporin like 2 [KO:K14321]","231042"
"Smn1","survival motor neuron 1 [KO:K13129]","20595"
"Gemin2","gem nuclear organelle associated protein 2 [KO:K13130]","66603"
"Ddx20","DEAD (Asp-Glu-Ala-Asp) box polypeptide 20 [KO:K13131] [EC:3.6.4.13]","53975"
"Gemin4","gem nuclear organelle associated protein 4 [KO:K13132]","276919"
"Gemin5","gem nuclear organelle associated protein 5 [KO:K13133]","216766"
"Gemin6","gem nuclear organelle associated protein 6 [KO:K13134]","67242"
"Gemin7","gem nuclear organelle associated protein 7 [KO:K13135]","69731"
"Gemin8","gem nuclear organelle associated protein 8 [KO:K13136]","237221"
